job_id,company_id,company_name,company_type,is_newly_founded,company_industry,job_title,role_category,job_description,responsibilities,requirements,skills_required,job_type,workplace_type,location,salary_min,salary_max,salary_currency,salary_period,experience_level,experience_years_min,experience_years_max,competition_level,applicant_count,is_fresher_friendly,is_early_applicant,freshness_label,is_active,posted_at
47,5,Tata Consultancy Services (TCS),MNC,False,IT Services & Consulting,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Hybrid,"Pune, Maharashtra, India",999186,1748575,INR,Per Annum,Entry-level,1,3,Medium,165,True,False,Just Posted,True,2026-09-12 02:06:02
48,5,Tata Consultancy Services (TCS),MNC,False,IT Services & Consulting,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",2938837,5142966,INR,Per Annum,Senior,4,8,High,69,False,False,Recently Posted,True,2026-09-10 17:06:02
49,5,Tata Consultancy Services (TCS),MNC,False,IT Services & Consulting,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,"Chennai, Tamil Nadu, India",1477640,2533097,INR,Per Annum,Mid-level,2,5,High,111,False,False,Active,True,2026-09-01 01:06:02
50,5,Tata Consultancy Services (TCS),MNC,False,IT Services & Consulting,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,Remote (Global),1006915,1776909,INR,Per Annum,Entry-level,1,3,Medium,180,True,False,Active,True,2026-09-05 16:06:02
51,5,Tata Consultancy Services (TCS),MNC,False,IT Services & Consulting,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Hybrid,"Pune, Maharashtra, India",952088,1666154,INR,Per Annum,Entry-level,1,3,High,126,True,False,Active,True,2026-09-02 21:06:02
52,5,Tata Consultancy Services (TCS),MNC,False,IT Services & Consulting,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,On-site,"Bengaluru, Karnataka, India",877752,1548975,INR,Per Annum,Entry-level,1,3,Medium,109,True,False,Active,True,2026-09-02 13:06:02
53,6,Infosys,MNC,False,Next-Gen Digital Services,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Remote,"Mumbai, Maharashtra, India",861130,1506978,INR,Per Annum,Entry-level,1,3,High,67,True,False,Active,True,2026-08-25 19:06:02
54,6,Infosys,MNC,False,Next-Gen Digital Services,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,On-site,"Chennai, Tamil Nadu, India",42459,72787,INR,Per Month,Fresher,0,1,Medium,109,True,False,Active,True,2026-09-07 04:06:02
55,6,Infosys,MNC,False,Next-Gen Digital Services,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Hybrid,"Pune, Maharashtra, India",1456052,2669429,INR,Per Annum,Mid-level,2,4,High,74,False,False,Active,True,2026-08-28 03:06:02
56,6,Infosys,MNC,False,Next-Gen Digital Services,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Pune, Maharashtra, India",951763,1679581,INR,Per Annum,Entry-level,1,3,High,68,True,False,Active,True,2026-08-27 21:06:02
57,6,Infosys,MNC,False,Next-Gen Digital Services,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",1994089,3545047,INR,Per Annum,Mid-level,2,5,High,165,False,False,Active,True,2026-08-27 22:06:02
58,6,Infosys,MNC,False,Next-Gen Digital Services,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,"Bengaluru, Karnataka, India",1529054,2621236,INR,Per Annum,Mid-level,2,5,Medium,74,False,False,Active,True,2026-08-28 02:06:02
59,6,Infosys,MNC,False,Next-Gen Digital Services,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Hybrid,"Pune, Maharashtra, India",1705809,2956736,INR,Per Annum,Mid-level,2,5,Medium,213,False,False,Active,True,2026-08-31 21:06:02
60,6,Infosys,MNC,False,Next-Gen Digital Services,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Hybrid,"Hyderabad, Telangana, India",966332,1705291,INR,Per Annum,Entry-level,1,3,Medium,136,True,False,Active,True,2026-08-30 07:06:02
61,6,Infosys,MNC,False,Next-Gen Digital Services,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,"Mumbai, Maharashtra, India",25350,45630,INR,Per Month,Fresher,0,1,High,187,True,False,Just Posted,True,2026-09-12 08:06:02
62,7,Cisco,MNC,False,Networking & Cybersecurity,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,"Chennai, Tamil Nadu, India",1466265,2513598,INR,Per Annum,Mid-level,2,5,Medium,179,False,False,Active,True,2026-09-01 22:06:02
63,7,Cisco,MNC,False,Networking & Cybersecurity,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",748226,1184691,INR,Per Annum,Fresher,0,1,High,151,True,False,Just Posted,True,2026-09-12 05:06:02
64,7,Cisco,MNC,False,Networking & Cybersecurity,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Hybrid,"Bengaluru, Karnataka, India",1495100,2741017,INR,Per Annum,Mid-level,2,4,Medium,201,False,False,Recently Posted,True,2026-09-10 17:06:02
65,7,Cisco,MNC,False,Networking & Cybersecurity,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,On-site,"Mumbai, Maharashtra, India",1949001,3464891,INR,Per Annum,Mid-level,2,5,Medium,54,False,False,Active,True,2026-09-06 04:06:02
66,7,Cisco,MNC,False,Networking & Cybersecurity,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Hybrid,"Delhi NCR / Gurugram, India",1329354,2296158,INR,Per Annum,Mid-level,2,4,Medium,145,False,False,Active,True,2026-08-26 05:06:02
67,7,Cisco,MNC,False,Networking & Cybersecurity,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Remote,"Remote, India",2157616,3835762,INR,Per Annum,Mid-level,2,5,Medium,62,False,False,Just Posted,True,2026-09-12 12:06:02
68,7,Cisco,MNC,False,Networking & Cybersecurity,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Remote, India",1576239,2732148,INR,Per Annum,Mid-level,2,5,High,122,False,False,Active,True,2026-09-02 20:06:02
69,7,Cisco,MNC,False,Networking & Cybersecurity,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Remote,"Bengaluru, Karnataka, India",2476616,4334078,INR,Per Annum,Senior,4,8,Medium,200,False,False,Active,True,2026-09-02 17:06:02
